hostName,displayName,ipsState,ipsStatus,ipsRulesCount,ipsRulesID,ipsRulesName,ipsRulesSeverity,ipsRulesCVE
,,,,,1417,Microsoft Internet Explorer win32hlp Remote Code Execution,high,CVE-2010-0483
,,,,,1453,Uninitialized Memory Corruption Remote Vulnerability,critical,CVE-2010-0267
,,,,,1455,HTML Object Memory Corruption Remote Execution Vulnerability,critical,CVE-2010-0492
,,,,,1456,HTML Element Cross-Domain Vulnerability,medium,CVE-2010-0494
,,,,,1457,Memory Corruption Vulnerability,critical,CVE-2010-0805
,,,,,1458,Race Condition Memory Corruption Vulnerability,critical,CVE-2010-0489
,,,,,1459,Post Encoding Information Disclosure Vulnerability,medium,CVE-2010-0488
,,,,,1460,HTML Rendering  Memory Corruption,critical,CVE-2010-0807
,,,,,1464,HTML Object Memory Corruption Remote Vulnerability,critical,CVE-2010-0491
,,,,,1466,Uninitialized Memory Corruption Remote Code Vulnerability,critical,CVE-2010-0490
,,,,,1477,WinVerifyTrust Signature Validation Vulnerability,critical,CVE-2010-0486
,,,,,1506,Multiple Browsers 0day Denial Of Service,high,
,,,,,1507,MS Paint Integer Overflow Vulnerability,critical,CVE-2010-0028
,,,,,1508,Outlook Express And Windows Mail Integer Overflow Vulnerability,critical,CVE-2010-0816
,,,,,1541,Microsoft Internet Explorer CSS 'expression' Remote Denial Of Service Vulnerability,high,
,,,,,1548,Microsoft IE toStaticHTML Information Disclosure Vulnerability,medium,CVE-2010-1257
,,,,,1553,Microsoft IE Cross-Domain Information Disclosure Vulnerability,medium,CVE-2010-0255
,,,,,1559,Microsoft IE Uninitialized Memory Corruption Remote Code Execution Vulnerability,critical,CVE-2010-1262,CVE-2010-1259
,,,,,1591,Microsoft MFC Library 'UpdateFrameTitleForDocument()' Buffer Overflow Vulnerability,critical,CVE-2010-3227
,,,,,1605,Multiple Browser Status Bar Obfuscation And Clickjacking Vulnerability,medium,CVE-2009-0253
,,,,,1612,Microsoft Internet Explorer Frame Border Property Denial Of Service,high,
,,,,,1623,Microsoft Soap SDK mssoap1.dll ActiveX Remote Code Execution,medium,
,,,,,1625,MS IE Uninitialized Memory Corruption,critical,CVE-2010-2557
,,,,,1628,Event Handler Cross-Domain Vulnerability,medium,CVE-2010-1258
,,,,,1633,HTML Layout Memory Corruption Vulnerability,critical,CVE-2010-2560
,,,,,1634,Microsoft Windows Multiple Shell ActiveX Remote Code Execution,medium,
,,,,,1641,Multiple Browser Denial Of Service Vulnerability,high,
,,,,,1643,MS Internet Explorer Uninitialized Memory Corruption,critical,CVE-2010-2559
,,,,,1648,HHCTRLLib (hhctrl.ocx) Remote BOF Vulnerability,medium,
,,,,,1662,Movie Maker And Producer Buffer Overflow Vulnerability,critical,CVE-2010-0265
,,,,,1738,Identified Suspicious Usage Of Shellcode For Client,high,
,,,,,1766,Microsoft Data Access Object Recordset Remote Code Execution,critical,CVE-2010-0027
,,,,,1795,Microsoft Internet Explorer MHTML MIME Handler Information Disclosure,medium,CVE-2011-0096,CVE-2011-1894
,,,,,1825,Cumulative Security Updates of ActiveX Kill Bits - April 2011,medium,CVE-2010-0811,CVE-2011-1243,CVE-2010-3973
,,,,,1837,WordPad And Office Text Converter Memory Corruption Vulnerability,critical,CVE-2009-0087
,,,,,1845,URL Validation Vulnerability,critical,CVE-2010-0027
,,,,,1860,Restrict Microsoft Windows Media DVR-MS File Download,critical,CVE-2011-3401,CVE-2011-0042
,,,,,1879,Internet Explorer Cross Zone Cookiejacking Vulnerability,medium,CVE-2011-2383
,,,,,1887,Selection Object Memory Corruption Vulnerability (CVE-2011-1261),critical,CVE-2011-1261
,,,,,1888,OLE Automation Underflow Vulnerability (CVE-2011-0658),critical,CVE-2011-0658
,,,,,1893,VML Memory Corruption Vulnerability (CVE-2011-1266),critical,CVE-2011-1266
,,,,,1896,Internet Explorer Layout Memory Corruption Vulnerability (CVE-2011-1254),critical,CVE-2011-1254
,,,,,1897,Internet Explorer HTTP Redirect Memory Corruption Vulnerability (CVE-2011-1262),critical,CVE-2011-1262
,,,,,1898,Buffer Overflow In Print Spooler Vulnerability,critical,CVE-2009-0228
,,,,,1901,Multiple Web Browsers Denial Of Service Vulnerability,high,CVE-2009-1692,CVE-2009-2540,CVE-2009-2535,CVE-2009-2542,CVE-2009-2536
,,,,,1904,Flash Player (Flash6.ocx) AllowScriptAccess DoS,critical,
,,,,,1906,DNS Query Vulnerability (CVE-2011-0657),high,CVE-2011-0657
,,,,,1911,Internet Explorer toStaticHTML Information Disclosure Vulnerability (CVE-2011-1252),medium,CVE-2011-1252
,,,,,1921,Internet Explorer Time Element Memory Corruption Vulnerability (CVE-2011-1255),critical,CVE-2011-1255
,,,,,1922,Mozilla Firefox And Microsoft Internet Explorer Denial Of Service,critical,
,,,,,1933,Integer Overflow In X.509 Object Identifiers Spoofing Vulnerability,high,CVE-2009-2511
,,,,,1939,Microsoft Internet Explorer Window Open Race Condition Vulnerability (CVE-2011-1257),high,CVE-2011-1257
,,,,,1945,Microsoft MPEG Layer-3 Audio Decoder Divide-By-Zero Denial Of Service Vulnerability,critical,CVE-2010-0480
,,,,,1946,Microsoft Internet Explorer Style Object Memory Corruption Remote Code Execution Vulnerability,critical,CVE-2011-1964
,,,,,1958,Windows Components Insecure Library Loading Vulnerability Over WebDAV (CVE-2011-1991),critical,CVE-2011-1991
,,,,,1998,Identified Suspicious Microsoft Office Files With Embedded Dexter Font,critical,CVE-2011-3402
,,,,,2001,XSLT Memory Corruption Vulnerability (CVE-2011-1963),critical,CVE-2011-1963
,,,,,2009,Microsoft Time Remote Code Execution Vulnerability (CVE-2011-3397),critical,CVE-2011-3397
,,,,,2013,Identified Diginotar Certificate,critical,
,,,,,2019,Object Packager Insecure Executable Launching Vulnerability Over WebDAV (CVE-2012-0009),critical,CVE-2012-0009
,,,,,2029,Identified Suspicious JavaScript Encoded Shellcode,critical,CVE-2008-5492,CVE-2011-2365,CVE-2009-3373,CVE-2011-0065,CVE-2006-3730,CVE-2007-0015,CVE-2008-1472,CVE-2013-1017,CVE-2008-4922,CVE-2010-3973,CVE-2008-3008,CVE-2012-4792,CVE-2006-4868,CVE-2010-2590,CVE-2009-1534,CVE-2012-0003,CVE-2011-0222,CVE-2013-1347,CVE-2012-1876,CVE-2013-3184,CVE-2010-0188,CVE-2010-0248,CVE-2013-3205
,,,,,2045,Identified Suspicious Microsoft DLL File Over WebDav,critical,CVE-2010-3145,CVE-2011-0032,CVE-2011-2009
,,,,,2085,Microsoft .NET Framework Buffer Allocation Vulnerability (CVE-2012-0162),critical,CVE-2012-0162
,,,,,2092,Microsoft GDI+ Heap Overflow Vulnerability (CVE-2012-0167),critical,CVE-2012-0167
,,,,,2106,Microsoft GDI+ EMF Heap Overflow Vulnerability (CVE-2012-0167),critical,CVE-2012-0167
,,,,,2114,DirectX Pointer Validation Vulnerability,critical,CVE-2009-1538
,,,,,2197,Microsoft Internet Explorer OnMove Use After Free Vulnerability (CVE-2012-1529),critical,CVE-2012-1529
,,,,,2198,Microsoft Internet Explorer Layout Use After Free Vulnerability (CVE-2012-2548),critical,CVE-2012-2548
,,,,,2200,Microsoft Internet Explorer 'cloneNode' Use After Free Vulnerability (CVE-2012-2557),critical,CVE-2012-2557
,,,,,2202,Microsoft Internet Explorer Event Listener Use After Free Vulnerability (CVE-2012-2546),critical,CVE-2012-2546
,,,,,2242,Microsoft Windows Briefcase Integer Underflow Vulnerability (CVE-2012-1527),critical,CVE-2012-1527
,,,,,2246,Microsoft Windows Briefcase Integer Overflow Vulnerability (CVE-2012-1528),critical,CVE-2012-1528
,,,,,2253,Identified Suspicious EOT File With Embedded Dexter Font,critical,CVE-2011-3402
,,,,,2262,Microsoft Windows OpenType Font Parsing Vulnerability (CVE-2012-2556),critical,CVE-2012-2556
,,,,,2265,Microsoft Rich Text File DirectPlay Heap Overflow Vulnerability (CVE-2012-1537),critical,CVE-2012-1537
,,,,,2266,Microsoft Office DirectPlay Heap Overflow Vulnerability (CVE-2012-1537),critical,CVE-2012-1537
,,,,,2269,Microsoft Internet Explorer Remote Stack Overflow Vulnerability,critical,
,,,,,2279,Microsoft Internet Explorer CDwnBindInfo Object Use-After-Free Vulnerability (CVE-2012-4792),critical,CVE-2012-4792
,,,,,2283,TrueType Font Parsing Vulnerability (CVE-2012-4786),critical,CVE-2012-4786
,,,,,2285,Identified Fraudulent Digital Certificate,critical,
,,,,,2290,Microsoft Internet Explorer 'execCommand' Use-After-Free Vulnerability,critical,CVE-2012-4969
,,,,,2305,Microsoft Windows Filename Parsing Vulnerability Over WebDAV (CVE-2012-4774),critical,CVE-2012-4774
,,,,,2329,SMB Validation Remote Code Execution Vulnerability,critical,CVE-2008-4835
,,,,,2354,Identified Obfuscated JavaScript For Internet Explorer,high,
,,,,,2384,RDP ActiveX Control Remote Code Execution Vulnerability (CVE-2013-1296),critical,CVE-2013-1296
,,,,,2389,Identified Java Exploit,critical,
,,,,,2391,Microsoft Internet Explorer CDwnBindInfo Object Use-After-Free Vulnerability (CVE-2012-4792) - 2,critical,CVE-2012-4792
,,,,,2426,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3110),critical,CVE-2013-3110
,,,,,2427,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3124),critical,CVE-2013-3124
,,,,,2432,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3142),critical,CVE-2013-3142
,,,,,2433,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3139),critical,CVE-2013-3139
,,,,,2434,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3116),critical,CVE-2013-3116
,,,,,2437,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3111),critical,CVE-2013-3111
,,,,,2439,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3123),critical,CVE-2013-3123
,,,,,2443,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3114),critical,CVE-2013-3114
,,,,,2446,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3118),critical,CVE-2013-3118
,,,,,2447,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3119),critical,CVE-2013-3119
,,,,,2448,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3121),critical,CVE-2013-3121
,,,,,2460,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3117),critical,CVE-2013-3117
,,,,,2470,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3144),critical,CVE-2013-3144
,,,,,2471,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3164),critical,CVE-2013-3164
,,,,,2472,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3150),critical,CVE-2013-3150
,,,,,2475,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3145),critical,CVE-2013-3145
,,,,,2478,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3148),critical,CVE-2013-3148
,,,,,2479,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3153),critical,CVE-2013-3153
,,,,,2480,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3115),critical,CVE-2013-3115
,,,,,2481,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3152),critical,CVE-2013-3152
,,,,,2485,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3143),critical,CVE-2013-3143
,,,,,2489,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3146),critical,CVE-2013-3146
,,,,,2492,Microsoft Windows DirectShow Arbitrary Memory Overwrite Vulnerability (CVE-2013-3174),critical,CVE-2013-3174
,,,,,2497,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3147),critical,CVE-2013-3147
,,,,,2509,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3188),critical,CVE-2013-3188
,,,,,2510,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3193),critical,CVE-2013-3193
,,,,,2511,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3194),critical,CVE-2013-3194
,,,,,2512,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3199),critical,CVE-2013-3199
,,,,,2513,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3189),critical,CVE-2013-3189
,,,,,2515,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3187),critical,CVE-2013-3187
,,,,,2519,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3191),critical,CVE-2013-3191
,,,,,2551,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3206),critical,CVE-2013-3206
,,,,,2552,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3202),critical,CVE-2013-3202
,,,,,2556,Windows Theme File Remote Code Execution Vulnerability (CVE-2013-0810),critical,CVE-2013-0810
,,,,,2557,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3208),critical,CVE-2013-3208
,,,,,2558,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3209),critical,CVE-2013-3209
,,,,,2559,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3204),critical,CVE-2013-3204
,,,,,2565,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3203),critical,CVE-2013-3203
,,,,,2570,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3205),critical,CVE-2013-3205
,,,,,2574,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3184),critical,CVE-2013-3184
,,,,,2578,Identified Suspicious Malware Activity,critical,CVE-2013-3893
,,,,,2582,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3207),critical,CVE-2013-3207
,,,,,2589,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3886),critical,CVE-2013-3886
,,,,,2590,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3875),critical,CVE-2013-3875
,,,,,2591,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3874),critical,CVE-2013-3874
,,,,,2592,Internet Explorer Memory Corruption Vulnerability (CVE-2013-3112),critical,CVE-2013-3112
,,,,,2593,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3885),critical,CVE-2013-3885
,,,,,2597,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3873),critical,CVE-2013-3873
,,,,,2601,Internet Explorer FTP Client Directory Traversal Vulnerability,medium,CVE-2004-1376
,,,,,2631,Microsoft OpenType Font Parsing Vulnerability (CVE-2013-3128),critical,CVE-2013-3128
,,,,,2651,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3916),critical,CVE-2013-3916
,,,,,2653,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3845),critical,CVE-2013-3845
,,,,,2654,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3910),critical,CVE-2013-3910
,,,,,2655,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3911),critical,CVE-2013-3911
,,,,,2656,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3912),critical,CVE-2013-3912
,,,,,2657,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3914),critical,CVE-2013-3914
,,,,,2658,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3915),critical,CVE-2013-3915
,,,,,2659,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3917),critical,CVE-2013-3917
,,,,,2661,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3882),critical,CVE-2013-3882
,,,,,2662,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3871),critical,CVE-2013-3871
,,,,,2665,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3893),critical,CVE-2013-3893
,,,,,2679,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-5048),critical,CVE-2013-5048
,,,,,2680,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-5047),critical,CVE-2013-5047
,,,,,2682,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-5051),critical,CVE-2013-5051
,,,,,2683,Microsoft Scripting Runtime Object Library Use-After-Free Vulnerability (CVE-2013-5056),critical,CVE-2013-5056
,,,,,2684,DirectX Size Validation Vulnerability,critical,CVE-2009-1539
,,,,,2692,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-5049),critical,CVE-2013-5049
,,,,,2693,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-5052),critical,CVE-2013-5052
,,,,,2694,Microsoft WinVerifyTrust Signature Validation Vulnerability (CVE-2013-3900),high,CVE-2013-3900
,,,,,2757,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0288),critical,CVE-2014-0288
,,,,,2758,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0290),critical,CVE-2014-0290
,,,,,2760,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0289),critical,CVE-2014-0289
,,,,,2761,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0271),critical,CVE-2014-0271
,,,,,2762,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0285),critical,CVE-2014-0285
,,,,,2763,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0277),critical,CVE-2014-0277
,,,,,2764,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0279),critical,CVE-2014-0279
,,,,,2765,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0281),critical,CVE-2014-0281
,,,,,2766,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0273),critical,CVE-2014-0273
,,,,,2767,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0276),critical,CVE-2014-0276
,,,,,2768,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0284),critical,CVE-2014-0284
,,,,,2769,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0270),critical,CVE-2014-0270
,,,,,2770,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0267),critical,CVE-2014-0267
,,,,,2771,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0269),critical,CVE-2014-0269
,,,,,2772,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0272),critical,CVE-2014-0272
,,,,,2779,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0271) - 2,critical,CVE-2014-0271
,,,,,2781,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0286),critical,CVE-2014-0286
,,,,,2785,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0283),critical,CVE-2014-0283
,,,,,2790,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0275),critical,CVE-2014-0275
,,,,,2797,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2013-3897),critical,CVE-2013-3897
,,,,,2800,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0324),critical,CVE-2014-0324
,,,,,2801,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0309),critical,CVE-2014-0309
,,,,,2802,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0306),critical,CVE-2014-0306
,,,,,2804,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0278),critical,CVE-2014-0278
,,,,,2805,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0311),critical,CVE-2014-0311
,,,,,2806,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0304),critical,CVE-2014-0304
,,,,,2807,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0302),critical,CVE-2014-0302
,,,,,2809,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0299),critical,CVE-2014-0299
,,,,,2810,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0314),critical,CVE-2014-0314
,,,,,2811,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0298),critical,CVE-2014-0298
,,,,,2817,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0313),critical,CVE-2014-0313
,,,,,2819,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0287),critical,CVE-2014-0287
,,,,,2820,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0287) - 2,critical,CVE-2014-0287
,,,,,2826,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0303),critical,CVE-2014-0303
,,,,,2827,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0312),critical,CVE-2014-0312
,,,,,2828,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0274),critical,CVE-2014-0274
,,,,,2829,Identified Malicious Image File,high,
,,,,,2830,Microsoft Internet Explorer Remote Code Execution Vulnerability (CVE-2014-0307),critical,CVE-2014-0307
,,,,,2835,Microsoft Windows OLE Object File Handling Remote Code Execution Vulnerability (CVE-2011-3400),critical,CVE-2011-3400
,,,,,2836,Microsoft DirectShow Memory Corruption Vulnerability (CVE-2014-0301) - 1,critical,CVE-2014-0301
,,,,,2843,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-1751),critical,CVE-2014-1751
,,,,,2844,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0297),critical,CVE-2014-0297
,,,,,2845,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-1755),critical,CVE-2014-1755
,,,,,2847,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-1752),critical,CVE-2014-1752
,,,,,2850,Microsoft Internet Explorer Remote Code Execution Vulnerability (CVE-2014-0322) - 1,critical,CVE-2014-0322
,,,,,2862,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0305),critical,CVE-2014-0305
,,,,,2865,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-1753),critical,CVE-2014-1753
,,,,,2868,Microsoft Internet Explorer Remote Code Execution Vulnerability (CVE-2014-0322) - 2,critical,CVE-2014-0322
,,,,,2878,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-1797),critical,CVE-2014-1797
,,,,,2879,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0310),critical,CVE-2014-0310
,,,,,2880,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-1762),high,CVE-2014-1762
,,,,,2881,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-1772),critical,CVE-2014-1772
,,,,,2887,Microsoft Internet Explorer Remote Code Execution Vulnerability (CVE-2014-1776) - 1,critical,CVE-2014-1776
,,,,,2892,Microsoft Windows Kernel Elevation Of Privilege Vulnerability (CVE-2013-5065),high,CVE-2013-5065
,,,,,2919,HTML Object Memory Corruption Vulnerability,critical,CVE-2010-0248
,,,,,2923,Microsoft Internet Explorer DOM Operation Memory Corruption Vulnerability,critical,CVE-2010-0249
,,,,,2924,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-1800),critical,CVE-2014-1800
,,,,,2930,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-1805),critical,CVE-2014-1805
,,,,,2934,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-1802),critical,CVE-2014-1802
,,,,,2937,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-1766),high,CVE-2014-1766
,,,,,2939,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-1804),critical,CVE-2014-1804
,,,,,2941,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-1791),critical,CVE-2014-1791
,,,,,2944,Identified Suspicious Shellcode In HTML Documents,critical,
,,,,,2946,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-1795),critical,CVE-2014-1795
,,,,,2947,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-1789),critical,CVE-2014-1789
,,,,,2948,Microsoft Internet Explorer Uninitialized Memory Corruption Remote Code Execution Vulnerability,critical,CVE-2009-3671,CVE-2010-0245,CVE-2010-0246
,,,,,2959,Win32k TrueType Font Parsing Vulnerability (CVE-2012-0159),critical,CVE-2012-0159
,,,,,2960,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-2801),critical,CVE-2014-2801
,,,,,2962,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-2797),critical,CVE-2014-2797
,,,,,2965,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-2795),critical,CVE-2014-2795
,,,,,2977,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-2787),critical,CVE-2014-2787
,,,,,2985,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-2804),critical,CVE-2014-2804
,,,,,2986,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-1775),critical,CVE-2014-1775
,,,,,2993,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-0282),critical,CVE-2014-0282
,,,,,2997,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-1765),high,CVE-2014-1765
,,,,,3007,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-2799),critical,CVE-2014-2799
,,,,,3014,Internet Explorer Layout Memory Corruption Vulnerability (CVE-2011-1260),critical,CVE-2011-1260
,,,,,3018,Microsoft Windows Media Player '.wav' File Memory Corruption Vulnerability,medium,CVE-2014-2671
,,,,,3020,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-2823),critical,CVE-2014-2823
,,,,,3021,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-4057),critical,CVE-2014-4057
,,,,,3039,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-2820),critical,CVE-2014-2820
,,,,,3041,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-4050),critical,CVE-2014-4050
,,,,,3043,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-2824),critical,CVE-2014-2824
,,,,,3048,Microsoft Internet Explorer Invalid Pointer Reference Remote Code Execution,critical,CVE-2010-0806
,,,,,3068,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-1815),critical,CVE-2014-1815
,,,,,3069,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-4065),critical,CVE-2014-4065
,,,,,3070,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-4087),critical,CVE-2014-4087
,,,,,3071,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-4084),critical,CVE-2014-4084
,,,,,3072,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-4080),critical,CVE-2014-4080
,,,,,3073,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-4095),critical,CVE-2014-4095
,,,,,3074,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-4088),critical,CVE-2014-4088
,,,,,3075,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-4081),critical,CVE-2014-4081
,,,,,3077,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-4063),critical,CVE-2014-4063
,,,,,3083,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-4082),critical,CVE-2014-4082
,,,,,3084,Microsoft Internet Explorer Memory Corruption Vulnerability (CVE-2014-4086),critical,CVE-2014-4086
,,,,,3088,Microsoft Internet Explorer Use After Free Vulnerability (CVE-2014-4089),critical,CVE-2014-4089
,,,,,3089,Microsoft Internet Explorer Use After Free Vulnerability (CVE-2014-4092),critical,CVE-2014-4092
,,,,,3090,Microsoft Internet Explorer Use After Free Vulnerability (CVE-2014-4094),critical,CVE-2014-4094
,,,,,3120,Microsoft Windows Media Player MIDI Remote Code Execution Vulnerability (CVE-2012-0003),critical,CVE-2012-0003
